Word//word combination,Sentiment scores,,,,,,,,Average sentiment score,Notes
розширятися,1,1,2,1,,,,1,"1,20",власна вставка
розшифровувати,1,1,2,-1,,,,1,"0,80",
розшифрувати,1,1,2,1,,,,1,"1,20",
розштовхати,-2,1,-1,-1,,,,-2,"-1,00",???
розшук,-1,-2,1,2,,,,1,"0,20",
розшукати,0,1,2,1,,,,2,"1,20",
розшукувати,0,0,1,2,,,,2,"1,00",
розщепити ,1,1,0,0,,,,-1,"0,20",
рок,-1,0,2,1,0,0,0,-1,"0,13",
роковий,-2,0,0,0,,,,0,"-0,40",
роковини,-2,-1,-2,1,,,,-2,"-1,20",
ролик,0,1,0,1,1,1,0,1,"0,63",
роль,0,1,1,0,0,1,0,2,"0,63",
ром,0,2,0,0,,,,-1,"0,20",
роман,1,1,1,2,1,1,2,1,"1,25",
романтизація,1,-1,1,0,,,,1,"0,40",
романтик,2,0,1,1,,,,2,"1,20",
романтика,1,2,1,2,,,,2,"1,60",
романтичний,1,1,1,1,,,,2,"1,20",
ромашка,1,0,0,1,1,1,1,1,"0,75",
роса,1,1,1,0,,,,1,"0,80",
російський,-1,-2,-2,-1,-1,-2,-1,-1,"-1,38",
Росія,-2,-2,-2,-1,-1,-2,0,-1,"-1,38",
росіяни,0,-1,-1,-1,-1,-1,-2,-1,"-1,00",власна вставка
росіянин,0,-1,-2,-2,1,0,0,0,"-0,50",
рослина,0,0,0,0,2,1,1,2,"0,75",
рослинний,2,0,1,2,1,1,1,2,"1,25",
рослинництво,2,1,1,1,,,,1,"1,20",
рослинність,1,0,1,1,,,,2,"1,00",
рости,2,1,1,1,2,2,1,1,"1,38",
рот,0,0,0,2,0,0,1,1,"0,50",
рота,0,0,-1,0,,,,0,"-0,20",
ротація,0,-1,0,0,,,,0,"-0,20",
роутер,0,0,1,0,,,,1,"0,40",
роща,0,1,0,0,,,,0,"0,20",
рояль,2,1,1,1,,,,0,"1,00",
ртуть,-1,0,-1,0,,,,-1,"-0,60",
рубанина,-2,0,-2,-1,,,,-2,"-1,40",
Рубіжне,0,1,0,0,0,0,0,1,"0,25",власна вставка
рубін,2,2,1,0,,,,0,"1,00",
рубрика,0,0,0,1,,,,1,"0,40",
руїна,-2,-1,-1,-1,,,,-2,"-1,40",
руйнівний,-2,-1,-2,-2,,,,-2,"-1,80",
руйнування,-2,0,-2,-2,,,,-2,"-1,60",
руйнувати,-1,-1,-2,-2,-1,-2,-1,-2,"-1,50",
руйнуватися,0,-1,-2,-2,,,,-2,"-1,40",
рука,0,1,2,1,0,0,0,1,"0,63",
рукав,0,0,0,1,,,,0,"0,20",
рукавичка,-2,0,1,0,0,0,1,2,"0,25",
руків'я,0,0,0,1,,,,0,"0,20",
руль,0,1,0,1,,,,0,"0,40",
румунець,0,1,1,0,0,0,0,1,"0,38",власна вставка
румуни,0,0,1,1,,,,1,"0,60",
Румунія,0,1,0,1,,,,1,"0,60",
румунський,0,1,0,0,,,,1,"0,40",
русалка,0,0,1,1,,,,0,"0,40",
русифікація,-1,0,-1,0,,,,-2,"-0,80",
русло,0,0,0,0,,,,1,"0,20",
русофіл,-2,-1,0,0,,,,0,"-0,60",
русофоб,-2,-2,-1,0,,,,0,"-1,00",
руський,1,0,0,0,,,,0,"0,20",
русявий ,0,1,0,0,,,,1,"0,40",
рутина,0,0,-2,-1,-2,0,-1,-1,"-0,88",
рух,1,1,1,1,1,1,1,2,"1,13",
рухати,1,1,1,0,,,,1,"0,80",
рухатися ,1,2,1,1,-1,0,0,2,"0,75",
рухливість,0,1,1,0,,,,2,"0,80",
руховий,0,0,1,0,,,,1,"0,40",
рухомий,1,1,0,1,0,0,1,2,"0,75",
ручка,0,0,1,0,0,1,1,1,"0,50",
ручний,0,0,0,1,1,1,0,1,"0,50",
рушати,2,0,1,0,,,,1,"0,80",
рушити,0,1,1,2,,,,-1,"0,60",
рушій,0,0,2,2,,,,1,"1,00",
рушійний,2,1,2,0,,,,-2,"0,60",
рушниця,-1,1,0,-1,,,,-2,"-0,60",
РФ,-1,0,-2,-2,,,,-1,"-1,20",
рюкзак,0,1,0,1,,,,0,"0,40",
рябина,0,-1,0,0,,,,0,"-0,20",
ряд,0,0,0,0,0,0,1,1,"0,25",
рядовий,0,0,1,1,,,,1,"0,60",
рядок,0,0,0,0,,,,1,"0,20",
рясний,0,0,1,1,,,,2,"0,80",
рятівний,1,1,2,1,,,,2,"1,40",
рятівник,0,1,1,1,,,,2,"1,00",
рятувальний,1,2,2,2,,,,2,"1,80",
рятувальник,2,1,1,1,1,2,1,2,"1,38",
рятувати,1,1,1,2,2,2,2,2,"1,63",
рятуватися,1,1,2,2,,,,2,"1,60",
саботаж,-1,-1,-1,-1,-2,-2,-2,-1,"-1,38",власна вставка
саботувати,-1,-1,-1,-2,,,,-2,"-1,40",
сад,0,0,0,1,1,0,1,1,"0,50",
саджанець,0,1,0,1,,,,1,"0,60",
саджати,-1,1,1,-1,,,,-1,"-0,20",
садити,0,1,0,1,,,,-1,"0,20",
садовий,0,0,1,1,,,,1,"0,60",
садок,1,0,0,1,,,,1,"0,60",
сайт,0,1,1,0,0,0,0,1,"0,38",
саке,1,0,2,0,,,,0,"0,60",
саламандра,0,0,0,1,,,,0,"0,20",
салат,0,2,1,1,,,,1,"1,00",
салон,0,0,0,0,0,0,0,2,"0,25",
Сальвадор,0,1,1,1,2,0,0,1,"0,75",власна вставка
сам,0,-1,1,-2,,,,-1,"-0,60",
самбо,1,1,0,1,,,,1,"0,80",
самець,1,0,0,0,,,,0,"0,20",
самий,0,0,-1,-1,,,,-1,"-0,60",
самиця ,0,0,1,0,,,,0,"0,20",
самка,1,0,1,0,,,,0,"0,40",
самоактуалізація,0,0,1,1,,,,2,"0,80",
самовар,0,0,0,1,,,,0,"0,20",
самовдоволений,-1,0,-2,-2,,,,-2,"-1,40",
самовивіз,2,0,0,0,,,,0,"0,40",
самовидець,0,0,1,0,,,,1,"0,40",
самовираження,1,0,1,0,,,,2,"0,80",
самовідданий,0,0,1,1,,,,1,"0,60",
самовіддано ,1,0,1,1,,,,1,"0,80",
самовільний,1,0,0,1,,,,0,"0,40",
самовпевнений,-1,0,-2,-1,,,,-1,"-1,00",
самовпевненість,-1,0,-2,-2,,,,-1,"-1,20",
самоврядування,1,0,0,2,1,0,1,1,"0,75",
самогубство,-2,-2,-2,-2,,,,-2,"-2,00",
самодержавство,-1,0,-2,-1,,,,-1,"-1,00",
самодисципліна,2,1,1,2,,,,2,"1,60",
самодостатній,2,1,2,1,,,,2,"1,60",
самозабезпечення,1,2,1,1,,,,2,"1,40",
самозакоханий,-1,-1,-1,-2,,,,-1,"-1,20",
самозбереження,1,1,1,1,,,,2,"1,20",
самоізолюватися,-2,-2,-1,1,,,,-1,"-1,00",
самоізоляція,1,-2,-2,-1,-2,-1,-1,-2,"-1,25",
самоїзольовуватися,0,1,1,2,,,,1,"1,00",
самоконтроль,2,1,2,2,,,,2,"1,80",
самолікування,-1,-1,-2,-1,,,,-2,"-1,40",
самомотивація,2,0,2,2,,,,1,"1,40",
самоорганізація,1,0,2,2,,,,1,"1,20",
самоосвіта,1,1,2,1,,,,2,"1,40",
самооцінка,1,2,1,2,,,,1,"1,40",
самопізнання,2,1,2,2,,,,1,"1,60",
самопочуття ,2,0,0,1,,,,1,"0,80",
самореалізація ,2,2,2,1,,,,1,"1,60",
саморозвиток,2,1,2,1,2,1,2,2,"1,63",
самоствердження,0,1,2,2,,,,1,"1,20",
самостійний,0,2,0,1,1,2,2,2,"1,25",
самостійність,2,2,1,2,,,,2,"1,80",
самостійно,1,1,1,1,1,1,1,2,"1,13",
самота,-2,-1,-1,-1,,,,-2,"-1,40",
самотній,-1,-2,-1,-1,,,,-2,"-1,40",
самотність,-2,-1,2,-1,,,,-2,"-0,80",
самоусуватися,-1,0,-1,1,,,,0,"-0,20",
Сан-Марино,0,1,0,0,0,0,0,1,"0,25",власна вставка
Сан-Сальвадор,0,1,0,0,0,0,0,1,"0,25",власна вставка
Сан-Хосе,0,1,0,0,0,0,0,1,"0,25",власна вставка
Сана,0,0,0,0,0,0,0,1,"0,13",власна вставка
санвузол,0,0,0,-1,,,,0,"-0,20",
сани ,0,0,0,0,,,,1,"0,20",
санітар,0,1,0,1,,,,1,"0,60",
санітарка,0,1,1,1,,,,1,"0,80",
санітарний,-1,1,-1,-2,-1,2,1,-1,"-0,25",
санітарно-гігієнічний,0,1,1,0,,,,1,"0,60",
санкція,-1,-1,-1,-1,-1,0,-1,-1,"-0,88",
сантехнік,0,0,0,1,,,,1,"0,40",
сантиметр,0,0,1,0,,,,1,"0,40",
Санто-Домінго,0,0,0,0,0,0,0,1,"0,13",власна вставка
Сантьяго,0,1,1,1,0,0,0,1,"0,50",власна вставка
Сараєво,0,-1,-1,-1,0,0,0,0,"-0,38",власна вставка
сарана ,-2,-1,-1,-1,,,,-1,"-1,20",
Саргасове море,1,0,0,0,,,,0,"0,20",
Сардинія ,1,0,0,0,,,,0,"0,20",
сарказм,0,0,-2,-2,,,,-1,"-1,00",
Сарни ,0,0,0,0,,,,1,"0,20",місто в рівненській області
сатира,0,1,-1,-1,,,,-2,"-0,60",
Сатурн,0,0,0,1,,,,1,"0,40",
Саудівська Аравія,0,-1,-1,0,0,0,0,1,"-0,13",власна вставка
саудівський ,0,0,0,0,,,,1,"0,20",переправлено із саудівській
сафарі,0,0,1,2,,,,1,"0,80",
Сахара,0,0,0,1,,,,1,"0,40",
СБУ,-2,1,2,1,,,,1,"0,60",
свавілля,-1,-1,-2,-1,,,,-2,"-1,40",
сваритися,-1,-2,-1,-2,,,,-2,"-1,60",
сварка,-1,-1,-2,-1,-1,-2,-2,-2,"-1,50",
сват ,0,0,0,1,,,,1,"0,40",
светр,0,1,0,1,,,,1,"0,60",
свинець,-1,0,-1,0,,,,-1,"-0,60",
свинина,0,2,0,1,,,,1,"0,80",
свинота,-2,0,-2,-2,,,,-2,"-1,60",
свинський,-1,-1,-2,-2,,,,-2,"-1,60",
свиня,-2,0,-1,0,0,1,0,1,"-0,13",
свинячий,0,0,0,-1,,,,-1,"-0,40",
свист,0,0,-1,-1,,,,-1,"-0,60",
свідок,1,0,0,2,1,1,0,2,"0,88",
свідомий,1,2,2,1,0,1,2,2,"1,38",
свідомість,2,2,2,1,0,0,0,2,"1,13",
свідомо,1,0,1,1,,,,2,"1,00",
свідоцтво,0,1,1,0,,,,1,"0,60",
свідчення,1,0,1,2,,,,1,"1,00",
свідчити,0,0,1,0,0,0,2,1,"0,50",
свіженький,2,1,1,2,,,,2,"1,60",
свіжий,1,2,1,2,2,2,2,2,"1,75",
свіжість,2,1,2,2,,,,1,"1,60",
свіжо,1,1,1,1,,,,1,"1,00",
свій,0,2,1,1,1,1,1,1,"1,00",
свійський ,0,1,0,1,,,,1,"0,60",
світ,1,1,2,1,1,2,2,1,"1,38",
світання,1,1,2,1,,,,1,"1,20",
світанок,0,0,0,2,,,,1,"0,60",
світати,0,1,1,1,,,,1,"0,80",
світило,1,1,2,2,,,,1,"1,40",
світильник,0,0,1,1,,,,1,"0,60",
світити,1,0,0,2,,,,1,"0,80",
світлий,2,1,1,1,1,1,2,2,"1,38",
світлина,0,0,0,1,2,1,1,1,"0,75",
світло,1,1,1,1,2,1,1,2,"1,25",
світловий,1,0,1,0,,,,1,"0,60",
світловідбивний,1,1,1,0,,,,1,"0,80",
світлофор,1,1,0,1,,,,1,"0,80",
світобачення,0,0,0,1,,,,1,"0,40",
світобудова,0,0,2,1,,,,1,"0,80",
світовий,1,1,1,2,1,2,0,2,"1,25",
світогляд,0,1,2,2,,,,1,"1,20",
світосприйняття,0,1,2,1,,,,1,"1,00",
світський,0,1,0,0,,,,0,"0,20",
свічка,0,1,1,1,,,,1,"0,80",
свобода,2,2,2,1,1,2,2,2,"1,75",
своєрідний,1,0,0,0,,,,1,"0,40",
своєрідність,2,1,0,0,,,,1,"0,80",
своєчасний,1,2,1,2,,,,2,"1,60",
святий,0,1,0,1,0,0,0,2,"0,50",
святилище,0,0,2,2,,,,1,"1,00",
святковий,1,2,2,1,2,1,2,2,"1,63",
святкування,2,2,1,1,,,,2,"1,60",
святкувати,2,2,1,2,,,,2,"1,80",
свято,2,2,2,2,2,2,1,2,"1,88",
священик,0,0,0,0,1,1,0,1,"0,38",
сеанс,0,-1,0,0,0,0,1,1,"0,13",
себе,0,0,1,0,,,,1,"0,40",
Севастополь,0,-1,-1,1,-2,0,0,1,"-0,25",власна вставка
сегмент,0,0,1,1,,,,0,"0,40",
сезон,0,0,0,0,0,0,0,1,"0,13",
сезонний,2,0,0,1,,,,2,"1,00",
Сейшельські Острови,0,1,1,0,0,0,0,1,"0,38",власна вставка
секонд-хенд,-1,0,-1,0,,,,0,"-0,40",
секрет,1,2,1,-1,-1,0,0,1,"0,38",
секретар,0,0,0,0,,,,1,"0,20",
секретарка,0,1,1,0,,,,1,"0,60",
секретний,-1,-2,-1,0,0,0,-1,1,"-0,50",
секс,0,0,0,0,2,1,2,0,"0,63",
сексуальний,0,1,1,2,,,,1,"1,00",
сексуально,2,1,1,1,,,,1,"1,20",
сектант,-2,0,-1,-1,,,,-1,"-1,00",
сектор,0,0,0,0,0,0,0,1,"0,13",
секунда,0,0,0,0,0,0,1,1,"0,25",
секція,0,1,1,1,,,,1,"0,80",
селебріті,1,0,2,1,,,,1,"1,00",
селера ,0,0,-1,0,,,,0,"-0,20",
селище,0,0,0,0,,,,2,"0,40",
село,2,1,0,0,-1,-1,0,2,"0,38",
Селтік ,1,0,0,0,,,,0,"0,20",футбольний клуб
селючка,-2,0,-1,0,,,,0,"-0,60",
селянин,0,0,0,0,,,,1,"0,20",
селянка,0,1,1,1,,,,1,"0,80",
селянський,0,0,-1,1,,,,2,"0,40",
Сена,1,0,0,0,,,,1,"0,40",річка у Франції
Сенегал,0,0,0,0,0,0,0,1,"0,13",власна вставка
сенс,1,1,1,1,2,1,1,2,"1,25",
сенсаційний,1,0,1,1,,,,1,"0,80",
сенсація,1,0,1,1,,,,2,"1,00",
сенсорний ,1,0,1,1,,,,1,"0,80",
сентиментальний,-1,0,-1,0,,,,-1,"-0,60",
сентиментальність,-1,0,-1,-1,,,,-1,"-0,80",
сепар,-2,-2,-2,-1,,,,-2,"-1,80",
сепаратизм,-2,-1,-2,-2,,,,-2,"-1,80",
сепаратист,-2,-1,-2,-2,,,,-2,"-1,80",
серб,0,0,1,0,,,,1,"0,40",
серби,0,1,1,1,0,0,0,1,"0,50",власна вставка
Сербія,-1,-1,0,0,,,,1,"-0,20",
сербський,0,1,1,1,0,0,0,1,"0,50",власна вставка
сервер,0,0,1,1,,,,1,"0,60",
серветка,0,0,1,1,,,,0,"0,40",
сервіс,1,1,1,1,1,1,0,1,"0,88",
середа,0,0,0,0,0,0,2,1,"0,38",
Середземномор’я,0,1,1,1,1,1,2,1,"1,00",власна вставка
середземноморський ,0,0,1,1,,,,1,"0,60",
середина,0,0,0,0,0,0,0,1,"0,13",
середній,1,0,0,0,0,0,0,1,"0,25",
середньовічний,0,0,1,1,,,,-1,"0,20",
середньовіччя,0,0,2,1,,,,-1,"0,40",
середньорічний,1,0,0,1,,,,1,"0,60",
середовище,0,1,0,0,0,0,0,2,"0,38",
сережка,0,0,1,2,,,,0,"0,60",
серіал,2,1,2,1,1,1,0,0,"1,00",
серіал-мелодрама,0,0,-1,-1,,,,-1,"-0,60",
серійний,-1,0,0,0,0,0,-1,0,"-0,25",
серія,0,2,0,0,0,1,0,1,"0,50",
серйозний,1,-1,1,-2,1,1,1,2,"0,50",
серйозність,0,0,1,0,,,,2,"0,60",
серйозно,1,1,-2,0,,,,2,"0,40",
серпень ,1,0,1,1,,,,1,"0,80",
сертифікат,2,2,1,1,1,1,1,1,"1,25",
сертифікація ,1,0,1,2,,,,1,"1,00",
серфінг,0,1,2,1,,,,1,"1,00",
серце,1,1,1,1,2,1,1,2,"1,25",
серцебиття,1,1,2,1,,,,1,"1,20",
серцевий,0,1,1,0,,,,1,"0,60",
серцево-судинний,-1,1,0,1,,,,0,"0,20",
сесія,-1,1,0,0,,,,1,"0,20",
сестра,1,1,2,2,1,1,1,2,"1,38",
сестричка,0,1,2,2,,,,2,"1,40",
Сеул,0,1,1,2,2,0,0,1,"0,88",власна вставка
сеча,0,0,-1,0,,,,-1,"-0,40",
сечогінний,0,0,-1,-1,,,,-1,"-0,60",
Сиваш,0,0,0,0,,,,1,"0,20",
сигарета,-1,-1,-1,-2,0,-1,-2,-1,"-1,13",
сигнал,0,0,0,0,0,0,0,2,"0,25",
сигналізувати,-1,1,0,2,,,,1,"0,60",
сидіння,0,0,1,0,,,,1,"0,40",
сидіти,1,0,0,0,0,0,0,2,"0,38",
сила,1,1,1,1,1,1,2,2,"1,25",
сила-силенна,1,0,1,2,,,,1,"1,00",
силач ,0,1,2,2,,,,2,"1,40",
силіконовий ,0,0,0,-1,,,,-1,"-0,40",
силовий,1,0,0,2,,,,2,"1,00",
силовик,0,0,2,1,,,,1,"0,80",
сильний,1,2,1,1,1,1,2,2,"1,38",
сильніший,2,1,1,1,,,,2,"1,40",
сильно,1,2,0,1,1,1,1,2,"1,13",
символ,0,0,0,0,1,0,1,1,"0,38",
символізувати,1,1,2,1,,,,1,"1,20",
символічно,0,1,2,1,,,,0,"0,80",
симетричність,2,2,0,0,,,,1,"1,00",
симетрія,0,0,0,1,,,,1,"0,40",
Симон Петлюра,2,2,2,0,,,,0,"1,20",український воєнний та політичний діяч
Симон Фуркат,1,1,1,1,,,,0,"0,80",біатлоніст
Симоненко ,1,1,1,1,,,,1,"1,00",
симпатизувати,2,1,1,2,,,,1,"1,40",
симпатично,1,1,1,1,,,,2,"1,20",
симпатія,1,2,1,2,,,,1,"1,40",
симптом,-1,-2,-1,-1,-1,-1,-2,-2,"-1,38",
симфонія,1,1,1,2,,,,1,"1,20",
син,1,1,2,1,2,1,2,2,"1,50",
Сингапур ,1,1,1,0,,,,0,"0,60",
сингл,0,0,0,1,,,,0,"0,20",???
синдикат,0,0,1,1,,,,1,"0,60",
синдром,0,-1,-1,-1,-1,0,-2,-1,"-0,88",
синиця,0,0,0,1,,,,1,"0,40",
синій,0,0,0,0,0,0,1,0,"0,13",
синок,1,1,2,2,,,,2,"1,60",
синоптик,0,0,1,1,,,,1,"0,60",
синочок,1,1,2,2,,,,2,"1,60",
синтез,0,0,1,1,1,0,0,1,"0,50",
синтетика,0,0,-1,0,,,,-1,"-0,40",
синтетичний,-1,0,-1,0,,,,-1,"-0,60",
синус,0,0,0,1,,,,0,"0,20",
синхронізація,0,1,1,1,,,,1,"0,80",
сипати,0,0,-1,0,,,,-1,"-0,40",
сир,2,0,0,0,1,1,1,0,"0,63",
сирена,0,-1,0,-1,,,,-1,"-0,60",
сирий,0,0,-1,-2,,,,-1,"-0,80",
сирієць,0,-1,-1,-1,0,0,0,1,"-0,25",власна вставка
сирійський,0,-1,0,-2,,,,-1,"-0,80",
сирійці,0,-1,-1,-2,0,0,0,1,"-0,38",власна вставка
Сирія,-1,-1,-1,-1,,,,-1,"-1,00",
сирковий,0,2,1,0,,,,0,"0,60",
сироватка,0,1,2,1,,,,1,"1,00",
сировина,0,0,0,0,0,1,2,1,"0,50",
сирота,-1,-2,-1,-2,,,,-2,"-1,60",
система,0,1,-1,2,1,1,0,1,"0,63",
систематизація,0,1,0,1,,,,1,"0,60",
систематизувати,1,2,1,1,,,,1,"1,20",
систематизуватися,0,1,1,2,,,,1,"1,00",
систематичний,0,2,0,1,,,,1,"0,80",
систематичність,0,1,1,0,,,,1,"0,60",
систематично,2,1,1,0,,,,1,"1,00",
системний,0,1,0,1,,,,1,"0,60",
системність ,1,0,1,1,,,,1,"0,80",
системно,0,1,1,1,,,,1,"0,80",
ситий,1,1,0,0,,,,1,"0,60",
ситний ,2,0,1,1,,,,0,"0,80",
ситуативний,0,0,0,-1,,,,0,"-0,20",
ситуація,0,-1,-2,-1,-1,0,1,1,"-0,38",
Сицилія,0,0,0,0,,,,1,"0,20",
сівалка ,0,0,0,1,,,,1,"0,40",
сідати,0,0,0,0,,,,1,"0,20",
сідниця,0,0,-1,-1,,,,0,"-0,40",
сідничка,2,0,0,0,,,,1,"0,60",
сідничний,-1,0,0,0,,,,0,"-0,20",
Сіетл ,1,0,0,0,,,,0,"0,20",місто у Вашингтоні
сієста,1,0,1,0,,,,1,"0,60",
СІЗО,-2,-2,-2,-2,,,,-2,"-2,00",
сік,0,1,1,0,1,1,1,0,"0,63",
сіль,0,0,0,1,0,0,1,0,"0,25",
сільгоспкультура,0,1,2,1,,,,2,"1,20",
сільський,0,0,0,0,0,1,2,2,"0,63",
сільськогосподарський,0,0,0,0,1,0,0,2,"0,38",
сім'я,2,1,2,2,1,2,2,2,"1,75",
сімейний,0,2,1,2,1,2,1,2,"1,38",
Сімферополь ,1,0,-1,0,,,,1,"0,20",
Сінгапур,0,1,0,1,,,,1,"0,60",
сінгапурець,0,0,1,0,,,,1,"0,40",
сінгапурський,0,0,1,0,,,,1,"0,40",
сінгапурці,0,1,0,0,0,0,0,1,"0,25",власна вставка
сіно,0,0,0,0,,,,1,"0,20",
сіпатися,-1,-1,-1,-2,,,,-1,"-1,20",
сірий,0,0,0,0,-1,0,-1,-1,"-0,38",
сірководень,0,0,-1,0,,,,0,"-0,20",
сісти,0,0,0,1,,,,1,"0,40",
сітка,0,0,0,1,,,,1,"0,40",
сітківка,0,1,0,0,,,,0,"0,20",
сітчастий,0,0,0,1,,,,0,"0,20",
Січ,0,1,0,0,,,,2,"0,60",
січень,0,0,0,0,0,0,0,1,"0,13",
січовий,1,1,0,0,,,,1,"0,60",
сіяти,1,0,1,2,,,,1,"1,00",
скажений,-1,0,-2,-2,,,,-2,"-1,40",
сказ,-2,-2,-2,-1,,,,-2,"-1,80",
сказати,0,2,2,1,1,0,0,1,"0,88",
скайп,1,0,0,0,,,,0,"0,20",???
скакалка,0,1,0,0,,,,1,"0,40",
скакати,0,1,0,1,,,,0,"0,40",
скалка ,0,0,0,0,,,,1,"0,20",
скам'янілий,1,1,0,0,,,,-1,"0,20",
скан,0,0,1,0,,,,1,"0,40",
скандал,-2,-1,-1,-2,-2,-2,-1,-2,"-1,63",
скандальний,-2,-2,-1,-2,,,,-2,"-1,80",
Скандинавія ,1,1,1,0,,,,1,"0,80",
сканування ,0,0,1,0,,,,1,"0,40",
сканувати,0,0,1,0,,,,1,"0,40",
скарб,1,1,2,2,,,,2,"1,60",
скарга,-1,-1,-1,-2,,,,-2,"-1,40",
скаржитися,-2,-1,-1,-1,,,,-2,"-1,40",
скасовувати,-1,-1,0,-2,,,,-2,"-1,20",
скасування,0,-1,-1,-1,-1,-1,0,-2,"-0,88",
скасувати,-1,-2,-1,-1,-1,-1,-1,-2,"-1,25",
скат,1,1,0,0,,,,0,"0,40",
скачати,2,0,1,0,,,,0,"0,60",
сквер,0,0,0,1,,,,1,"0,40",
скеледром ,0,0,1,1,,,,-1,"0,20",
скелет,0,0,-1,0,,,,-1,"-0,40",
скельний,0,0,-1,0,,,,0,"-0,20",
скеля,0,0,0,-1,,,,-1,"-0,40",
скептично,-1,-1,-1,-2,,,,-1,"-1,20",
скерований ,0,0,1,1,,,,0,"0,40",
скерованість,0,0,1,2,,,,0,"0,60",
скеровувати,0,1,1,1,,,,1,"0,80",
скерувати,0,0,1,1,,,,1,"0,60",
скидати,-1,-1,-1,0,,,,-1,"-0,80",
скинути,0,0,-1,0,,,,-1,"-0,40",
скінчитися,-1,0,-2,-2,,,,-2,"-1,40",
склад,0,0,0,0,0,0,0,1,"0,13",
складання,0,0,0,0,,,,2,"0,40",
складати,0,2,0,0,0,0,0,1,"0,38",
складатися ,0,-1,0,0,0,0,0,2,"0,13",
складний,-2,-2,-1,-1,-1,-1,-1,-2,"-1,38",
складник,0,0,0,1,,,,1,"0,40",
складність,0,-2,-1,-1,-1,1,-2,-2,"-1,00",
складніший,-1,-1,-2,0,,,,-2,"-1,20",
складно,-1,-1,0,-1,,,,-2,"-1,00",
складнощі,-2,0,-2,-2,,,,-2,"-1,60",
складовий,0,0,0,0,0,0,0,1,"0,13",
скласти,0,0,0,0,0,0,1,1,"0,25",
скло,0,0,0,0,0,0,0,-2,"-0,25",
скляний,0,0,0,0,0,0,0,1,"0,13",
склянка,0,0,-1,0,,,,0,"-0,20",
сколихнути,0,0,-1,0,,,,-1,"-0,40",
сколихувати,0,-1,0,-1,,,,-1,"-0,60",
сконструювати,1,1,0,2,,,,1,"1,00",
сконцентруватися,2,1,0,1,,,,1,"1,00",
Скоп’є,0,0,0,0,0,0,0,1,"0,13",власна вставка
скопіювати,-1,1,-1,0,,,,-1,"-0,40",
скоринка,0,0,0,1,,,,0,"0,20",
скористатися,-1,0,1,0,0,1,2,-1,"0,25",
скористуватися,0,1,1,0,,,,-1,"0,20",
скоро,0,1,0,0,,,,1,"0,40",
скоротити,-1,-1,-1,-1,,,,-2,"-1,20",
скорочення,0,-1,0,0,0,1,-1,-2,"-0,38",
скорочувати,0,-1,0,-2,,,,-1,"-0,80",
скорпіон,-1,-1,-1,0,,,,-1,"-0,80",
скосити,0,0,0,0,,,,-1,"-0,20",
скотити,-1,0,-1,0,,,,-1,"-0,60",
скочувати,0,0,-1,0,,,,-1,"-0,40",
скочуватися,0,0,-1,-1,,,,-1,"-0,60",
скошувати,0,-1,-1,-2,,,,-1,"-1,00",
скраплений,-1,0,-1,-1,,,,-1,"-0,80",
скраю,0,0,-1,0,,,,-1,"-0,40",я оцінювала як присл.
скринінг ,0,0,1,0,,,,1,"0,40",
скринька,1,1,2,1,,,,0,"1,00",
скрипка,1,1,1,0,,,,0,"0,60",
скритний,-1,-1,-2,-2,,,,-1,"-1,40",
скромний,1,1,1,2,,,,1,"1,20",
скрупульозний,1,1,-1,-1,,,,-1,"-0,20",
скрутний,-2,-2,-2,1,,,,-2,"-1,40",
скрутно,0,-2,-1,-2,,,,-2,"-1,40",
скульптура,1,1,0,1,,,,1,"0,80",
скульптурний,1,0,0,1,,,,0,"0,40",
скунс,-1,-1,-1,-1,,,,0,"-0,80",
скупати ,1,0,1,0,,,,1,"0,60",
скупити,0,1,0,1,,,,-1,"0,20",
скуплений,0,0,-1,0,,,,-1,"-0,40",
скупляти,0,1,1,1,,,,-1,"0,40",
скуповувати,0,-1,0,0,,,,-1,"-0,40",
скупчення,-1,0,0,-1,-1,-1,-1,-1,"-0,75",
скучати,1,1,0,-2,,,,-1,"-0,20",???
скучити,1,1,-1,-2,,,,-1,"-0,40",???
скуштувати,1,1,2,1,,,,1,"1,20",
слабкий,-1,-1,-1,-1,-1,-1,-1,-2,"-1,13",
слабкість,-2,-2,-2,-1,-1,-2,-1,-2,"-1,63",
слабнути,-1,-2,-1,-1,,,,-2,"-1,40",
слабо,2,0,-1,-1,,,,-1,"-0,20",
слабшати,-1,-1,-2,-1,,,,-2,"-1,40",
слабший ,-1,-1,-1,-2,,,,-2,"-1,40",
слава,1,1,2,0,,,,2,"1,20",
славетний ,1,0,2,1,,,,2,"1,20",
славитися,1,0,2,2,,,,1,"1,20",
славнозвісний,1,2,0,1,,,,1,"1,00",
слизовий,0,0,0,-1,,,,0,"-0,20",
слід,1,0,0,0,0,0,0,1,"0,25",
слідкувати,0,-2,0,0,,,,1,"-0,20",
слідом,0,0,1,0,,,,1,"0,40",
слідство,1,-2,-1,-2,-1,-2,1,-2,"-1,00",
слідувати,0,1,0,1,,,,1,"0,60",
слідчий,-1,-2,1,-1,-1,-1,-1,1,"-0,63",
слідчо-оперативний,0,-2,1,2,,,,1,"0,40",
сліпий,-1,-2,-2,-2,,,,-2,"-1,80",
сліпо,-1,0,-1,-2,,,,-2,"-1,20",
слов'янство,0,1,1,0,,,,1,"0,60",
